Token,PrevPrevToken,PrevToken,NextToken,NextNextToken,IsNumeric,Label
501500,ettiğim,tutar,TL,<YOK>,True,TUTAR
TL,tutar,501500,<YOK>,<YOK>,False,DIGER
ödemek,ay,içinde,istiyorum,69500,False,DIGER
istiyorum,içinde,ödemek,69500,TL,False,DIGER
69500,ödemek,istiyorum,TL,gideri,True,GIDER
TL,istiyorum,69500,gideri,olan,False,DIGER
gideri,69500,TL,olan,birine,False,DIGER
ettiğim,birine,talep,tutar,54500,False,DIGER
tutar,talep,ettiğim,54500,TL,False,DIGER
54500,ettiğim,tutar,TL,<YOK>,True,TUTAR
TL,tutar,54500,<YOK>,<YOK>,False,DIGER
5000,<YOK>,<YOK>,gideri,bulunan,True,GIDER
gideri,<YOK>,5000,bulunan,birine,False,DIGER
bulunan,5000,gideri,birine,maaşı,False,DIGER
birine,gideri,bulunan,maaşı,48000,False,DIGER
maaşı,bulunan,birine,48000,€,False,DIGER
48000,birine,maaşı,€,olan,True,GELIR
€,maaşı,48000,olan,biri,False,DIGER
olan,48000,€,biri,ama,False,DIGER
biri,€,olan,ama,585000,False,DIGER
ama,olan,biri,585000,TL,False,DIGER
585000,biri,ama,TL,konut,True,TUTAR
TL,ama,585000,konut,kredisi,False,DIGER
konut,585000,TL,kredisi,istiyorum,False,DIGER
Gideri,<YOK>,<YOK>,70000,TL,False,DIGER
70000,<YOK>,Gideri,TL,olan,True,GIDER
TL,Gideri,70000,olan,kişiye,False,DIGER
olan,70000,TL,kişiye,32,False,DIGER
kişiye,TL,olan,32,ay,False,DIGER
32,olan,kişiye,ay,vadeyle,True,VADE
ay,kişiye,32,vadeyle,kredi,False,DIGER
birine,kredi,isteyen,maaşım,83000,False,DIGER
maaşım,isteyen,birine,83000,TL,False,DIGER
83000,birine,maaşım,TL,<YOK>,True,GELIR
TL,maaşım,83000,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,gideri,13000,False,DIGER
gideri,<YOK>,Aylık,13000,USD,False,DIGER
13000,Aylık,gideri,USD,olan,True,GIDER
USD,gideri,13000,olan,birine,False,DIGER
olan,13000,USD,birine,vade,False,DIGER
birine,USD,olan,vade,olarak,False,DIGER
vade,olan,birine,olarak,51,False,DIGER
olarak,birine,vade,51,ay,False,DIGER
ay,olarak,51,düşünüyorum,toplam,False,DIGER
düşünüyorum,51,ay,toplam,gelirim,False,DIGER
toplam,ay,düşünüyorum,gelirim,103500,False,DIGER
gelirim,düşünüyorum,toplam,103500,244000,False,DIGER
103500,toplam,gelirim,244000,kredi,True,GELIR
244000,gelirim,103500,kredi,kullanmak,True,TUTAR
kredi,103500,244000,kullanmak,istiyorum,False,DIGER
kullanmak,244000,kredi,istiyorum,<YOK>,False,DIGER
ettiğim,<YOK>,Talep,tutar,360500,False,DIGER
tutar,Talep,ettiğim,360500,TL,False,DIGER
360500,ettiğim,tutar,TL,<YOK>,True,TUTAR
TL,tutar,360500,<YOK>,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,civarında,49000,False,DIGER
civarında,<YOK>,Giderim,49000,euro,False,DIGER
49000,Giderim,civarında,euro,47500,True,GIDER
euro,civarında,49000,47500,geliri,False,DIGER
47500,49000,euro,geliri,var,True,GELIR
geliri,euro,47500,var,48,False,DIGER
var,47500,geliri,48,ay,False,DIGER
48,geliri,var,ay,vadeyle,True,VADE
ay,var,48,vadeyle,kredi,False,DIGER
birine,kredi,isteyen,ve,139500,False,DIGER
ve,isteyen,birine,139500,$'lik,False,DIGER
139500,birine,ve,$'lik,kredi,True,TUTAR
$'lik,ve,139500,kredi,isteyen,False,DIGER
kredi,139500,$'lik,isteyen,birine,False,DIGER
ay,<YOK>,10,vade,ile,False,DIGER
geliri,<YOK>,57000,olan,birine,False,DIGER
olan,57000,geliri,birine,<YOK>,False,DIGER
gideri,<YOK>,64000,olan,biri,False,DIGER
olan,64000,gideri,biri,ve,False,DIGER
biri,gideri,olan,ve,538500,False,DIGER
ve,olan,biri,538500,tutarında,False,DIGER
538500,biri,ve,tutarında,kredi,True,TUTAR
tutarında,ve,538500,kredi,istiyorum,False,DIGER
kredi,538500,tutarında,istiyorum,maaşı,False,DIGER
istiyorum,tutarında,kredi,maaşı,39000,False,DIGER
maaşı,kredi,istiyorum,39000,olan,False,DIGER
39000,istiyorum,maaşı,olan,birine,True,GELIR
olan,maaşı,39000,birine,60,False,DIGER
birine,39000,olan,60,ay,False,DIGER
60,olan,birine,ay,vade,True,VADE
ay,birine,60,vade,düşünüyorum,False,DIGER
541000,<YOK>,<YOK>,$,konut,True,TUTAR
$,<YOK>,541000,konut,kredisi,False,DIGER
konut,541000,$,kredisi,istiyorum,False,DIGER
kredisi,$,konut,istiyorum,gideri,False,DIGER
istiyorum,konut,kredisi,gideri,30500,False,DIGER
gideri,kredisi,istiyorum,30500,olan,False,DIGER
30500,istiyorum,gideri,olan,kişiye,True,GIDER
olan,gideri,30500,kişiye,30,False,DIGER
kişiye,30500,olan,30,ay,False,DIGER
30,olan,kişiye,ay,vade,True,VADE
ay,kişiye,30,vade,ile,False,DIGER
ettiğim,<YOK>,Talep,tutar,74000,False,DIGER
tutar,Talep,ettiğim,74000,TL,False,DIGER
74000,ettiğim,tutar,TL,46500,True,TUTAR
TL,tutar,74000,46500,USD,False,DIGER
46500,74000,TL,USD,gideri,True,GIDER
USD,TL,46500,gideri,olan,False,DIGER
gideri,46500,USD,olan,birine,False,DIGER
olan,USD,gideri,birine,düzenli,False,DIGER
birine,gideri,olan,düzenli,gelirim,False,DIGER
düzenli,olan,birine,gelirim,126500,False,DIGER
gelirim,birine,düzenli,126500,TL,False,DIGER
126500,düzenli,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,126500,<YOK>,<YOK>,False,DIGER
Maaşı,<YOK>,<YOK>,41000,$,False,DIGER
41000,<YOK>,Maaşı,$,olan,True,GELIR
$,Maaşı,41000,olan,biri,False,DIGER
olan,41000,$,biri,ve,False,DIGER
biri,$,olan,ve,13,False,DIGER
17500,<YOK>,<YOK>,dolar,gideri,True,GIDER
dolar,<YOK>,17500,gideri,bulunan,False,DIGER
gideri,17500,dolar,bulunan,birine,False,DIGER
bulunan,dolar,gideri,birine,<YOK>,False,DIGER
ile,ay,vade,birine,10000,False,DIGER
birine,vade,ile,10000,TL,False,DIGER
10000,ile,birine,TL,kazanan,True,GELIR
TL,birine,10000,kazanan,birine,False,DIGER
kazanan,10000,TL,birine,ve,False,DIGER
birine,TL,kazanan,ve,talep,False,DIGER
ettiğim,ve,talep,tutar,295500,False,DIGER
tutar,talep,ettiğim,295500,TL,False,DIGER
295500,ettiğim,tutar,TL,<YOK>,True,TUTAR
TL,tutar,295500,<YOK>,<YOK>,False,DIGER
ise,<YOK>,Giderim,31000,10,False,DIGER
31000,Giderim,ise,10,ay,True,GIDER
10,ise,31000,ay,vade,True,VADE
ay,31000,10,vade,ile,False,DIGER
vade,10,ay,ile,372000,False,DIGER
ile,ay,vade,372000,TL,False,DIGER
372000,vade,ile,TL,kredi,True,TUTAR
TL,ile,372000,kredi,isteyen,False,DIGER
Ortalama,<YOK>,<YOK>,giderim,6000,False,DIGER
giderim,<YOK>,Ortalama,6000,TL,False,DIGER
6000,Ortalama,giderim,TL,380000,True,GIDER
TL,giderim,6000,380000,ihtiyaç,False,DIGER
380000,6000,TL,ihtiyaç,kredisi,True,TUTAR
ihtiyaç,TL,380000,kredisi,istiyorum,False,DIGER
kredisi,380000,ihtiyaç,istiyorum,gelirim,False,DIGER
istiyorum,ihtiyaç,kredisi,gelirim,ise,False,DIGER
gelirim,kredisi,istiyorum,ise,105500,False,DIGER
ise,istiyorum,gelirim,105500,TL,False,DIGER
105500,gelirim,ise,TL,<YOK>,True,GELIR
TL,ise,105500,<YOK>,<YOK>,False,DIGER
32500,<YOK>,<YOK>,gideri,olan,True,GIDER
gideri,<YOK>,32500,olan,biri,False,DIGER
olan,32500,gideri,biri,ve,False,DIGER
biri,gideri,olan,ve,aylık,False,DIGER
ve,olan,biri,aylık,95500,False,DIGER
aylık,biri,ve,95500,TL,False,DIGER
95500,ve,aylık,TL,kazanıyorum,True,GELIR
TL,aylık,95500,kazanıyorum,60,False,DIGER
kazanıyorum,95500,TL,60,ay,False,DIGER
60,TL,kazanıyorum,ay,vade,True,VADE
ay,kazanıyorum,60,vade,ile,False,DIGER
8,<YOK>,<YOK>,ay,içinde,True,VADE
ay,<YOK>,8,içinde,ödemek,False,DIGER
istiyorum,içinde,ödemek,ama,155000,False,DIGER
ama,ödemek,istiyorum,155000,TL,False,DIGER
155000,istiyorum,ama,TL,taşıt,True,TUTAR
TL,ama,155000,taşıt,kredisi,False,DIGER
taşıt,155000,TL,kredisi,kullanmak,False,DIGER
Giderim,<YOK>,<YOK>,civarında,50000,False,DIGER
civarında,<YOK>,Giderim,50000,TL,False,DIGER
50000,Giderim,civarında,TL,gelirim,True,GIDER
TL,civarında,50000,gelirim,117000,False,DIGER
gelirim,50000,TL,117000,TL,False,DIGER
117000,TL,gelirim,TL,<YOK>,True,GELIR
ay,<YOK>,35,vade,düşünüyorum,False,DIGER
vade,35,ay,düşünüyorum,416500,False,DIGER
düşünüyorum,ay,vade,416500,TL,False,DIGER
416500,vade,düşünüyorum,TL,taşıt,True,TUTAR
TL,düşünüyorum,416500,taşıt,kredisi,False,DIGER
taşıt,416500,TL,kredisi,kullanmak,False,DIGER
istiyorum,kredisi,kullanmak,gelirim,52500,False,DIGER
gelirim,kullanmak,istiyorum,52500,TL,False,DIGER
52500,istiyorum,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,52500,<YOK>,<YOK>,False,DIGER
Gideri,<YOK>,<YOK>,44000,dolar,False,DIGER
44000,<YOK>,Gideri,dolar,olan,True,GIDER
dolar,Gideri,44000,olan,kişiye,False,DIGER
olan,44000,dolar,kişiye,194500,False,DIGER
kişiye,dolar,olan,194500,kredi,False,DIGER
194500,olan,kişiye,kredi,istiyorum,True,TUTAR
kredi,kişiye,194500,istiyorum,ama,False,DIGER
istiyorum,194500,kredi,ama,net,False,DIGER
net,istiyorum,ama,gelirim,19000,False,DIGER
gelirim,ama,net,19000,$,False,DIGER
19000,net,gelirim,$,50,True,GELIR
$,gelirim,19000,50,aylık,False,DIGER
50,19000,$,aylık,vade,True,VADE
aylık,$,50,vade,isteyen,False,DIGER
Giderim,<YOK>,<YOK>,civarında,41000,False,DIGER
civarında,<YOK>,Giderim,41000,euro,False,DIGER
41000,Giderim,civarında,euro,<YOK>,True,GIDER
euro,civarında,41000,<YOK>,<YOK>,False,DIGER
72500,<YOK>,<YOK>,geliri,olan,True,GELIR
geliri,<YOK>,72500,olan,birine,False,DIGER
olan,72500,geliri,birine,ve,False,DIGER
birine,geliri,olan,ve,talep,False,DIGER
ettiğim,ve,talep,tutar,453500,False,DIGER
tutar,talep,ettiğim,453500,dolar,False,DIGER
453500,ettiğim,tutar,dolar,14,True,TUTAR
dolar,tutar,453500,14,ay,False,DIGER
14,453500,dolar,ay,içinde,True,VADE
Yaklaşık,<YOK>,<YOK>,58000,USD,False,DIGER
58000,<YOK>,Yaklaşık,USD,bir,True,TUTAR
USD,Yaklaşık,58000,bir,kredi,False,DIGER
bir,58000,USD,kredi,istiyorum,False,DIGER
istiyorum,bir,kredi,ve,41500,False,DIGER
ve,kredi,istiyorum,41500,gideri,False,DIGER
41500,istiyorum,ve,gideri,olan,True,GIDER
gideri,ve,41500,olan,biri,False,DIGER
olan,41500,gideri,biri,<YOK>,False,DIGER
vade,36,ay,ile,ayda,False,DIGER
ile,ay,vade,ayda,26500,False,DIGER
ayda,vade,ile,26500,harcıyorum,False,DIGER
26500,ile,ayda,harcıyorum,ama,True,GIDER
harcıyorum,ayda,26500,ama,68500,False,DIGER
ama,26500,harcıyorum,68500,euro,False,DIGER
68500,harcıyorum,ama,euro,geliri,True,GELIR
euro,ama,68500,geliri,bulunan,False,DIGER
geliri,68500,euro,bulunan,birine,False,DIGER
68000,<YOK>,<YOK>,TL,kredi,True,TUTAR
TL,<YOK>,68000,kredi,istiyorum,False,DIGER
kredi,68000,TL,istiyorum,ve,False,DIGER
istiyorum,TL,kredi,ve,42,False,DIGER
ve,kredi,istiyorum,42,ay,False,DIGER
42,istiyorum,ve,ay,vadeyle,True,VADE
ay,ve,42,vadeyle,<YOK>,False,DIGER
Gelirim,<YOK>,<YOK>,ise,136500,False,DIGER
ise,<YOK>,Gelirim,136500,€,False,DIGER
136500,Gelirim,ise,€,birine,True,GELIR
€,ise,136500,birine,528500,False,DIGER
birine,136500,€,528500,kredi,False,DIGER
528500,€,birine,kredi,öner,True,TUTAR
kredi,birine,528500,öner,ama,False,DIGER
öner,528500,kredi,ama,aylık,False,DIGER
ama,kredi,öner,aylık,masraflarım,False,DIGER
aylık,öner,ama,masraflarım,71500,False,DIGER
masraflarım,ama,aylık,71500,euro,False,DIGER
71500,aylık,masraflarım,euro,<YOK>,True,GIDER
euro,masraflarım,71500,<YOK>,<YOK>,False,DIGER
düşünüyorum,ay,vade,aylık,geliri,False,DIGER
aylık,vade,düşünüyorum,geliri,61500,False,DIGER
geliri,düşünüyorum,aylık,61500,TL,False,DIGER
61500,aylık,geliri,TL,olan,True,GELIR
TL,geliri,61500,olan,birine,False,DIGER
olan,61500,TL,birine,<YOK>,False,DIGER
25000,<YOK>,<YOK>,gideri,bulunan,True,GIDER
gideri,<YOK>,25000,bulunan,birine,False,DIGER
bulunan,25000,gideri,birine,220500,False,DIGER
birine,gideri,bulunan,220500,$,False,DIGER
220500,bulunan,birine,$,kredi,True,TUTAR
$,birine,220500,kredi,isteyen,False,DIGER
kredi,220500,$,isteyen,kişiye,False,DIGER
Harcaması,<YOK>,<YOK>,25000,olan,False,DIGER
25000,<YOK>,Harcaması,olan,biri,True,GIDER
olan,Harcaması,25000,biri,ve,False,DIGER
biri,25000,olan,ve,39,False,DIGER
ve,olan,biri,39,ay,False,DIGER
39,biri,ve,ay,vade,True,VADE
ay,ve,39,vade,ile,False,DIGER
ile,ay,vade,birine,84500,False,DIGER
birine,vade,ile,84500,TL,False,DIGER
84500,ile,birine,TL,geliri,True,GELIR
TL,birine,84500,geliri,olan,False,DIGER
geliri,84500,TL,olan,birine,False,DIGER
birine,geliri,olan,ve,454500,False,DIGER
ve,olan,birine,454500,kredi,False,DIGER
454500,birine,ve,kredi,kullanmak,True,TUTAR
kredi,ve,454500,kullanmak,istiyorum,False,DIGER
kullanmak,454500,kredi,istiyorum,<YOK>,False,DIGER
58,<YOK>,<YOK>,aylık,ve,True,VADE
aylık,<YOK>,58,ve,424500,False,DIGER
ve,58,aylık,424500,€,False,DIGER
424500,aylık,ve,€,konut,True,TUTAR
€,ve,424500,konut,kredisi,False,DIGER
konut,424500,€,kredisi,istiyorum,False,DIGER
istiyorum,konut,kredisi,ve,73000,False,DIGER
ve,kredisi,istiyorum,73000,USD,False,DIGER
73000,istiyorum,ve,USD,gideri,True,GIDER
USD,ve,73000,gideri,olan,False,DIGER
gideri,73000,USD,olan,birine,False,DIGER
birine,gideri,olan,ve,58000,False,DIGER
ve,olan,birine,58000,geliri,False,DIGER
58000,birine,ve,geliri,olan,True,GELIR
geliri,ve,58000,olan,birisi,False,DIGER
olan,58000,geliri,birisi,<YOK>,False,DIGER
44500,<YOK>,<YOK>,TL,geliri,True,GELIR
TL,<YOK>,44500,geliri,olan,False,DIGER
geliri,44500,TL,olan,biri,False,DIGER
olan,TL,geliri,biri,ama,False,DIGER
biri,geliri,olan,ama,121500,False,DIGER
ama,olan,biri,121500,kredi,False,DIGER
121500,biri,ama,kredi,istiyorum,True,TUTAR
kredi,ama,121500,istiyorum,vade,False,DIGER
istiyorum,121500,kredi,vade,olarak,False,DIGER
vade,kredi,istiyorum,olarak,25,False,DIGER
ay,olarak,25,düşünüyorum,ve,False,DIGER
düşünüyorum,25,ay,ve,harcaması,False,DIGER
ve,ay,düşünüyorum,harcaması,21500,False,DIGER
harcaması,düşünüyorum,ve,21500,$,False,DIGER
21500,ve,harcaması,$,olan,True,GIDER
$,harcaması,21500,olan,biri,False,DIGER
olan,21500,$,biri,<YOK>,False,DIGER
357500,<YOK>,<YOK>,USD,ihtiyaç,True,TUTAR
USD,<YOK>,357500,ihtiyaç,kredisi,False,DIGER
ihtiyaç,357500,USD,kredisi,istiyorum,False,DIGER
kredisi,USD,ihtiyaç,istiyorum,65000,False,DIGER
istiyorum,ihtiyaç,kredisi,65000,gideri,False,DIGER
65000,kredisi,istiyorum,gideri,olan,True,GIDER
gideri,istiyorum,65000,olan,birine,False,DIGER
olan,65000,gideri,birine,ve,False,DIGER
birine,gideri,olan,ve,gelirim,False,DIGER
ve,olan,birine,gelirim,ise,False,DIGER
gelirim,birine,ve,ise,140500,False,DIGER
ise,ve,gelirim,140500,TL,False,DIGER
140500,gelirim,ise,TL,<YOK>,True,GELIR
TL,ise,140500,<YOK>,<YOK>,False,DIGER
145500,<YOK>,<YOK>,geliri,olan,True,GELIR
geliri,<YOK>,145500,olan,birine,False,DIGER
olan,145500,geliri,birine,33500,False,DIGER
birine,geliri,olan,33500,TL,False,DIGER
33500,olan,birine,TL,gider,True,GIDER
TL,birine,33500,gider,yapıyorum,False,DIGER
gider,33500,TL,yapıyorum,53,False,DIGER
yapıyorum,TL,gider,53,ay,False,DIGER
53,gider,yapıyorum,ay,vade,True,VADE
ay,yapıyorum,53,vade,düşünüyorum,False,DIGER
birine,vade,isteyen,ve,51500,False,DIGER
ve,isteyen,birine,51500,TL,False,DIGER
51500,birine,ve,TL,kredi,True,TUTAR
TL,ve,51500,kredi,isteyen,False,DIGER
kredi,51500,TL,isteyen,kişiye,False,DIGER
kişiye,kredi,isteyen,ve,maaşı,False,DIGER
ve,isteyen,kişiye,maaşı,88500,False,DIGER
maaşı,kişiye,ve,88500,olan,False,DIGER
88500,ve,maaşı,olan,birine,True,GELIR
olan,maaşı,88500,birine,<YOK>,False,DIGER
birine,88500,olan,<YOK>,<YOK>,False,DIGER
19000,<YOK>,<YOK>,gideri,olan,True,GIDER
gideri,<YOK>,19000,olan,birine,False,DIGER
olan,19000,gideri,birine,44,False,DIGER
birine,gideri,olan,44,ay,False,DIGER
ay,birine,44,vade,düşünüyorum,False,DIGER
vade,44,ay,düşünüyorum,498000,False,DIGER
düşünüyorum,ay,vade,498000,TL,False,DIGER
498000,vade,düşünüyorum,TL,ihtiyaç,True,TUTAR
TL,düşünüyorum,498000,ihtiyaç,kredisi,False,DIGER
ihtiyaç,498000,TL,kredisi,istiyorum,False,DIGER
Ayda,<YOK>,<YOK>,74500,dolar,False,DIGER
74500,<YOK>,Ayda,dolar,harcıyorum,True,GIDER
dolar,Ayda,74500,harcıyorum,aylık,False,DIGER
harcıyorum,74500,dolar,aylık,geliri,False,DIGER
aylık,dolar,harcıyorum,geliri,20500,False,DIGER
geliri,harcıyorum,aylık,20500,dolar,False,DIGER
20500,aylık,geliri,dolar,olan,True,GELIR
dolar,geliri,20500,olan,birine,False,DIGER
olan,20500,dolar,birine,<YOK>,False,DIGER
birine,vade,ile,ama,361000,False,DIGER
ama,ile,birine,361000,$'lik,False,DIGER
361000,birine,ama,$'lik,kredi,True,TUTAR
$'lik,ama,361000,kredi,isteyen,False,DIGER
kredi,361000,$'lik,isteyen,birine,False,DIGER
isteyen,$'lik,kredi,birine,maaşım,False,DIGER
birine,kredi,isteyen,maaşım,58000,False,DIGER
maaşım,isteyen,birine,58000,<YOK>,False,DIGER
58000,birine,maaşım,<YOK>,<YOK>,True,GELIR
31000,<YOK>,<YOK>,TL,gideri,True,GIDER
TL,<YOK>,31000,gideri,olan,False,DIGER
gideri,31000,TL,olan,birine,False,DIGER
birine,gideri,olan,ve,28000,False,DIGER
ve,olan,birine,28000,€,False,DIGER
28000,birine,ve,€,kredi,True,TUTAR
€,ve,28000,kredi,kullanmak,False,DIGER
kredi,28000,€,kullanmak,istiyorum,False,DIGER
131500,<YOK>,<YOK>,geliri,olan,True,GELIR
geliri,<YOK>,131500,olan,birine,False,DIGER
olan,131500,geliri,birine,3,False,DIGER
birine,geliri,olan,3,ay,False,DIGER
3,olan,birine,ay,vade,True,VADE
ay,birine,3,vade,ile,False,DIGER
396000,<YOK>,<YOK>,kredi,kullanmak,True,TUTAR
kredi,<YOK>,396000,kullanmak,istiyorum,False,DIGER
kullanmak,396000,kredi,istiyorum,giderim,False,DIGER
giderim,kullanmak,istiyorum,civarında,50500,False,DIGER
civarında,istiyorum,giderim,50500,TL,False,DIGER
50500,giderim,civarında,TL,<YOK>,True,GIDER
TL,civarında,50500,<YOK>,<YOK>,False,DIGER
95000,<YOK>,<YOK>,TL,kazanan,True,GELIR
TL,<YOK>,95000,kazanan,birine,False,DIGER
kazanan,95000,TL,birine,giderim,False,DIGER
birine,TL,kazanan,giderim,ise,False,DIGER
giderim,kazanan,birine,ise,43500,False,DIGER
ise,birine,giderim,43500,dolar,False,DIGER
43500,giderim,ise,dolar,ve,True,GIDER
dolar,ise,43500,ve,29000,False,DIGER
ve,43500,dolar,29000,USD,False,DIGER
29000,dolar,ve,USD,konut,True,TUTAR
USD,ve,29000,konut,kredisi,False,DIGER
konut,29000,USD,kredisi,istiyorum,False,DIGER
istiyorum,konut,kredisi,ve,31,False,DIGER
ve,kredisi,istiyorum,31,aylık,False,DIGER
31,istiyorum,ve,aylık,<YOK>,True,VADE
aylık,ve,31,<YOK>,<YOK>,False,DIGER
89000,<YOK>,<YOK>,euro,kazanan,True,GELIR
euro,<YOK>,89000,kazanan,birine,False,DIGER
kazanan,89000,euro,birine,8,False,DIGER
birine,euro,kazanan,8,ay,False,DIGER
8,kazanan,birine,ay,vade,True,VADE
ay,birine,8,vade,ile,False,DIGER
vade,8,ay,ile,<YOK>,False,DIGER
535000,<YOK>,<YOK>,kredi,kullanmak,True,TUTAR
kredi,<YOK>,535000,kullanmak,istiyorum,False,DIGER
kullanmak,535000,kredi,istiyorum,ama,False,DIGER
ama,kullanmak,istiyorum,giderim,ise,False,DIGER
giderim,istiyorum,ama,ise,64000,False,DIGER
ise,ama,giderim,64000,41,False,DIGER
64000,giderim,ise,41,ay,True,GIDER
41,ise,64000,ay,vadeli,True,VADE
ay,64000,41,vadeli,<YOK>,False,DIGER
125000,<YOK>,<YOK>,TL,geliri,True,GELIR
TL,<YOK>,125000,geliri,olan,False,DIGER
geliri,125000,TL,olan,biri,False,DIGER
225000,<YOK>,<YOK>,TL,kredi,True,TUTAR
TL,<YOK>,225000,kredi,istiyorum,False,DIGER
kredi,225000,TL,istiyorum,ve,False,DIGER
istiyorum,TL,kredi,ve,gideri,False,DIGER
ve,kredi,istiyorum,gideri,25000,False,DIGER
gideri,istiyorum,ve,25000,TL,False,DIGER
25000,ve,gideri,TL,olan,True,GIDER
ödemek,ay,içinde,istiyorum,56500,False,DIGER
istiyorum,içinde,ödemek,56500,geliri,False,DIGER
56500,ödemek,istiyorum,geliri,olan,True,GELIR
geliri,istiyorum,56500,olan,birisi,False,DIGER
olan,56500,geliri,birisi,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,giderlerim,11000,False,DIGER
giderlerim,<YOK>,Aylık,11000,TL,False,DIGER
11000,Aylık,giderlerim,TL,165000,True,GIDER
TL,giderlerim,11000,165000,ihtiyaç,False,DIGER
165000,11000,TL,ihtiyaç,kredisi,True,TUTAR
kredisi,165000,ihtiyaç,istiyorum,<YOK>,False,DIGER
ay,<YOK>,7,vadeyle,gideri,False,DIGER
vadeyle,7,ay,gideri,5000,False,DIGER
gideri,ay,vadeyle,5000,TL,False,DIGER
5000,vadeyle,gideri,TL,olan,True,GIDER
TL,gideri,5000,olan,kişiye,False,DIGER
olan,5000,TL,kişiye,ama,False,DIGER
kişiye,TL,olan,ama,435500,False,DIGER
ama,olan,kişiye,435500,TL,False,DIGER
435500,kişiye,ama,TL,kredi,True,TUTAR
TL,ama,435500,kredi,kullanmak,False,DIGER
kredi,435500,TL,kullanmak,istiyorum,False,DIGER
istiyorum,kredi,kullanmak,ve,42000,False,DIGER
ve,kullanmak,istiyorum,42000,TL,False,DIGER
42000,istiyorum,ve,TL,kazanan,True,GELIR
kazanan,42000,TL,birine,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,ise,28000,False,DIGER
ise,<YOK>,Giderim,28000,TL,False,DIGER
28000,Giderim,ise,TL,25,True,GIDER
TL,ise,28000,25,ay,False,DIGER
25,28000,TL,ay,içinde,True,VADE
ay,TL,25,içinde,ödemek,False,DIGER
ödemek,ay,içinde,istiyorum,14000,False,DIGER
istiyorum,içinde,ödemek,14000,TL,False,DIGER
14000,ödemek,istiyorum,TL,geliri,True,GELIR
TL,istiyorum,14000,geliri,olan,False,DIGER
geliri,14000,TL,olan,birine,False,DIGER
486500,<YOK>,<YOK>,kredi,istiyorum,True,TUTAR
kredi,<YOK>,486500,istiyorum,ve,False,DIGER
istiyorum,486500,kredi,ve,aylık,False,DIGER
ve,kredi,istiyorum,aylık,geliri,False,DIGER
aylık,istiyorum,ve,geliri,20500,False,DIGER
geliri,ve,aylık,20500,TL,False,DIGER
olan,20500,TL,birine,30,False,DIGER
birine,TL,olan,30,aylık,False,DIGER
30,olan,birine,aylık,vade,True,VADE
aylık,birine,30,vade,isteyen,False,DIGER
5500,<YOK>,<YOK>,TL,gideri,True,GIDER
TL,<YOK>,5500,gideri,olan,False,DIGER
gideri,5500,TL,olan,biri,False,DIGER
olan,TL,gideri,biri,238500,False,DIGER
biri,gideri,olan,238500,kredi,False,DIGER
238500,olan,biri,kredi,isteyen,True,TUTAR
kredi,biri,238500,isteyen,kişiye,False,DIGER
kişiye,kredi,isteyen,ama,54,False,DIGER
ama,isteyen,kişiye,54,ay,False,DIGER
54,kişiye,ama,ay,vadeyle,True,VADE
ay,ama,54,vadeyle,<YOK>,False,DIGER
ve,isteyen,birine,harcamalarım,34000,False,DIGER
harcamalarım,birine,ve,34000,TL,False,DIGER
34000,ve,harcamalarım,TL,maaşı,True,GIDER
TL,harcamalarım,34000,maaşı,58000,False,DIGER
maaşı,34000,TL,58000,TL,False,DIGER
58000,TL,maaşı,TL,olan,True,GELIR
TL,maaşı,58000,olan,biri,False,DIGER
olan,58000,TL,biri,birine,False,DIGER
biri,TL,olan,birine,91500,False,DIGER
birine,olan,biri,91500,TL,False,DIGER
91500,biri,birine,TL,kredi,True,TUTAR
TL,birine,91500,kredi,öner,False,DIGER
kredi,91500,TL,öner,<YOK>,False,DIGER
47000,<YOK>,<YOK>,euro,kredi,True,TUTAR
euro,<YOK>,47000,kredi,isteyen,False,DIGER
kredi,47000,euro,isteyen,kişiye,False,DIGER
kişiye,kredi,isteyen,ve,ortalama,False,DIGER
ve,isteyen,kişiye,ortalama,giderim,False,DIGER
ortalama,kişiye,ve,giderim,33000,False,DIGER
giderim,ve,ortalama,33000,TL,False,DIGER
33000,ortalama,giderim,TL,ama,True,GIDER
TL,giderim,33000,ama,gelirim,False,DIGER
ama,33000,TL,gelirim,117500,False,DIGER
gelirim,TL,ama,117500,<YOK>,False,DIGER
117500,ama,gelirim,<YOK>,<YOK>,True,GELIR
Ortalama,<YOK>,<YOK>,giderim,58000,False,DIGER
giderim,<YOK>,Ortalama,58000,$,False,DIGER
58000,Ortalama,giderim,$,39,True,GIDER
$,giderim,58000,39,ay,False,DIGER
39,58000,$,ay,vade,True,VADE
ay,$,39,vade,ile,False,DIGER
ve,ile,birine,maaşı,63500,False,DIGER
maaşı,birine,ve,63500,olan,False,DIGER
63500,ve,maaşı,olan,birine,True,GELIR
olan,maaşı,63500,birine,<YOK>,False,DIGER
birine,63500,olan,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,105000,kazanıyorum,False,DIGER
105000,<YOK>,Aylık,kazanıyorum,harcaması,True,GELIR
